age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25,services,divorced,unknown,yes,-13925,yes,no,unknown,11,may,-343,3,-1,0,unknown,no
47,management,single,primary,no,852,yes,no,unknown,16,may,192,0,0,0,unknown,no
21,admin.,divorced,secondary,no,2766,yes,yes,unknown,20,may,66,1,0,0,unknown,no
34,blue-collar,married,secondary,no,6030,yes,no,unknown,9,jun,205,2,-1,0,unknown,no
27,admin.,married,secondary,no,-1820,yes,no,unknown,22,jun,-40,1,-1,0,unknown,no
59,blue-collar,divorced,primary,no,-612,no,no,unknown,1,may,-246,0,-1,0,unknown,no
31,services,divorced,primary,no,-1820,no,no,unknown,9,jun,-246,1,-1,0,unknown,no
55,management,married,secondary,no,-1820,yes,no,unknown,10,jun,-36,3,-1,0,unknown,no
27,technician,single,tertiary,no,2766,yes,no,unknown,16,may,333,2,0,0,unknown,no
32,admin.,single,unknown,no,6030,yes,no,unknown,6,jun,-27,3,-1,0,unknown,no
23,admin.,married,secondary,no,6054,yes,no,unknown,23,may,-67,2,0,0,unknown,no
40,services,divorced,secondary,no,2766,yes,no,unknown,16,may,-36,2,0,0,unknown,no
31,blue-collar,divorced,primary,yes,-1820,yes,no,unknown,12,may,-40,2,0,0,unknown,no
29,management,divorced,secondary,no,6030,no,no,unknown,9,may,333,0,-1,0,unknown,no
51,services,single,primary,no,43545,yes,no,unknown,18,may,-246,0,-1,0,unknown,no
36,admin.,married,secondary,no,-612,yes,no,unknown,5,may,-40,0,0,0,unknown,no
15,unknown,divorced,secondary,no,-612,yes,no,unknown,-1,jun,-343,1,-1,0,unknown,yes
34,management,married,secondary,no,-5270,no,no,unknown,11,jun,2283,1,0,0,unknown,no
25,admin.,married,secondary,no,852,yes,yes,unknown,4,may,3387,1,0,0,unknown,no
15,blue-collar,single,secondary,yes,-3238,yes,no,unknown,6,jun,-53,1,-1,0,unknown,no
21,management,married,secondary,no,6030,yes,yes,unknown,30,jun,848,1,0,0,unknown,no
27,services,single,unknown,no,-3238,yes,no,unknown,3,may,-53,2,-1,0,unknown,no
25,services,divorced,primary,no,-2982,yes,no,unknown,30,jun,-92,2,-1,0,unknown,no
47,management,single,secondary,no,-3238,yes,no,unknown,16,jun,-343,13,0,0,unknown,no
21,unknown,married,secondary,no,6054,no,no,unknown,23,may,3387,3,0,0,unknown,no
45,blue-collar,married,secondary,no,6030,no,no,unknown,9,may,2283,0,0,0,unknown,no
34,blue-collar,divorced,secondary,no,6030,yes,no,unknown,12,may,-36,0,-1,0,unknown,no
15,management,single,secondary,no,-1820,yes,no,unknown,12,may,-36,24,0,0,unknown,no
41,housemaid,married,secondary,no,6054,yes,no,unknown,22,may,-40,0,-1,0,unknown,no
43,services,married,secondary,yes,-2985,yes,yes,unknown,9,jun,2283,1,0,0,unknown,no
47,management,single,secondary,no,-1820,no,yes,unknown,23,may,95,0,-1,0,unknown,no
27,admin.,married,secondary,no,-1820,yes,no,unknown,-1,jun,-343,0,-1,0,unknown,no
40,retired,divorced,secondary,no,43546,yes,no,unknown,6,may,3387,1,-1,0,unknown,no
14,blue-collar,single,unknown,no,2766,no,no,unknown,16,may,2250,1,0,0,unknown,no
47,blue-collar,single,secondary,no,6030,yes,no,unknown,16,may,205,1,0,0,unknown,no
36,retired,married,secondary,no,-1820,no,yes,unknown,16,may,-40,2,0,0,unknown,no
34,blue-collar,single,secondary,yes,-1820,yes,no,unknown,9,may,2283,3,-1,0,unknown,no
43,management,single,tertiary,no,2766,yes,no,unknown,6,may,-40,2,0,0,unknown,no
36,services,married,secondary,no,6030,yes,no,unknown,22,may,-152,1,-1,0,unknown,no
47,management,single,secondary,no,-612,yes,no,unknown,23,may,450,2,0,0,unknown,no
51,blue-collar,divorced,secondary,yes,2766,yes,yes,unknown,16,may,-27,0,0,0,unknown,no
32,housemaid,single,primary,no,-5270,yes,no,unknown,22,jun,-40,2,0,0,unknown,no
43,services,married,primary,no,6030,yes,no,unknown,16,may,848,1,0,0,unknown,no
25,unknown,divorced,secondary,yes,-2985,yes,no,unknown,23,may,205,0,0,0,unknown,no
36,management,single,secondary,no,2766,yes,no,unknown,16,jun,333,1,0,0,unknown,yes
34,retired,married,secondary,no,-612,yes,no,unknown,9,may,-814,0,0,0,unknown,no
51,technician,married,primary,no,9423,yes,no,unknown,11,may,205,2,0,0,unknown,no
27,admin.,single,secondary,no,5799,yes,no,unknown,23,may,-26,2,-1,0,unknown,no
47,blue-collar,single,secondary,yes,9423,yes,no,unknown,12,may,-36,0,-1,0,unknown,no
25,retired,married,secondary,no,16582,no,no,unknown,16,may,462,7,0,0,unknown,no
51,services,single,primary,yes,6030,yes,no,unknown,23,jun,-40,3,0,0,unknown,no
27,admin.,single,primary,no,6054,yes,no,unknown,23,may,462,1,-1,0,unknown,no
36,blue-collar,divorced,tertiary,no,9423,yes,no,unknown,23,jun,205,2,-1,0,unknown,no
47,blue-collar,married,primary,no,-612,yes,no,unknown,25,jun,205,2,-1,0,unknown,no
59,management,single,primary,no,-5270,yes,no,unknown,11,jun,-343,3,-1,0,unknown,no
65,management,married,secondary,no,-1820,yes,no,unknown,9,may,-53,0,-1,0,unknown,no
51,management,married,secondary,no,2766,yes,no,unknown,22,may,644,1,-1,0,unknown,no
31,management,married,secondary,no,6054,yes,no,unknown,16,may,-53,13,-1,0,unknown,no
43,management,single,tertiary,no,-2984,no,yes,unknown,1,jun,-53,1,-1,0,unknown,no
27,management,married,secondary,no,-2942,yes,yes,unknown,22,may,462,1,0,0,unknown,no
47,housemaid,single,secondary,no,9423,yes,yes,unknown,1,jun,205,1,0,0,unknown,no
47,entrepreneur,single,secondary,no,16582,yes,yes,unknown,23,may,-67,1,0,0,unknown,no
51,management,married,tertiary,no,-2942,yes,no,unknown,23,may,848,2,0,0,unknown,no
36,technician,divorced,secondary,no,-3238,yes,no,unknown,1,may,-814,1,0,0,unknown,yes
27,blue-collar,single,secondary,no,9423,yes,no,unknown,25,may,3379,0,-1,0,unknown,no
65,blue-collar,married,tertiary,no,-1820,no,no,unknown,33,jun,205,7,0,0,unknown,no
36,blue-collar,married,secondary,no,-3238,yes,no,unknown,-1,may,-25,1,-1,0,unknown,no
27,management,married,secondary,no,-2985,no,no,unknown,23,jun,-67,1,-1,0,unknown,no
25,housemaid,married,tertiary,no,-860,yes,no,unknown,30,may,-36,3,-1,0,unknown,no
29,services,divorced,secondary,no,-1820,no,no,unknown,16,may,3387,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,2766,yes,no,unknown,29,jun,-814,0,-1,0,unknown,no
34,technician,single,secondary,no,9423,yes,no,unknown,9,may,205,24,-1,0,unknown,no
59,admin.,married,secondary,no,6054,no,no,unknown,9,may,-40,3,-1,0,unknown,no
59,management,single,secondary,yes,9423,no,no,unknown,9,jun,-40,0,0,0,unknown,no
36,technician,divorced,secondary,no,-1820,yes,no,unknown,1,may,-27,1,-1,0,unknown,yes
46,retired,married,secondary,no,2766,yes,no,unknown,16,may,848,1,0,0,unknown,no
27,blue-collar,married,secondary,no,-1820,yes,no,unknown,9,may,333,0,0,0,unknown,no
34,management,single,secondary,no,2766,no,no,unknown,1,may,-130,1,-1,0,unknown,no
36,management,married,primary,no,-2942,yes,no,unknown,23,may,333,4,0,0,unknown,no
43,management,married,secondary,no,6030,yes,yes,unknown,12,may,653,1,-1,0,unknown,no
47,admin.,married,tertiary,no,-1820,yes,no,unknown,23,may,333,13,0,0,unknown,no
55,services,married,secondary,no,6030,yes,no,unknown,11,may,462,0,-1,0,unknown,no
55,management,divorced,secondary,no,6030,no,no,unknown,1,may,333,1,-1,0,unknown,no
15,management,married,secondary,no,-5270,yes,no,unknown,6,may,462,1,-1,0,unknown,no
28,blue-collar,married,tertiary,yes,6054,yes,no,unknown,16,may,-39,1,0,0,unknown,no
27,technician,married,secondary,no,-3238,yes,no,unknown,18,may,653,3,0,0,unknown,no
21,admin.,married,unknown,no,-1819,yes,yes,unknown,1,may,462,0,-1,0,unknown,no
47,entrepreneur,married,primary,no,-2984,yes,yes,unknown,18,jun,1630,0,0,0,unknown,no
65,blue-collar,single,secondary,no,6030,no,no,unknown,9,may,2283,1,0,0,unknown,no
40,technician,married,secondary,no,9423,no,no,unknown,16,jun,-814,3,-1,0,unknown,no
25,blue-collar,married,secondary,no,9423,yes,no,unknown,12,may,-343,0,-1,0,unknown,no
51,technician,single,tertiary,no,2766,yes,no,unknown,11,may,-67,0,-1,0,unknown,no
34,housemaid,divorced,secondary,no,2766,yes,no,unknown,16,may,-67,1,-1,0,unknown,no
51,management,divorced,tertiary,no,517,no,yes,unknown,25,may,-52,0,-1,0,unknown,no
43,technician,married,primary,no,-1820,yes,no,unknown,-1,jun,-246,2,0,0,unknown,no
43,technician,single,secondary,no,9423,no,no,unknown,24,jun,367,1,0,0,unknown,no
36,blue-collar,divorced,tertiary,yes,2766,yes,no,unknown,9,may,333,1,0,0,unknown,no
51,blue-collar,single,primary,no,-1820,yes,yes,unknown,23,may,1623,1,0,0,unknown,no
21,technician,single,secondary,no,-2959,yes,yes,unknown,20,jun,-67,1,0,0,unknown,no
65,blue-collar,divorced,secondary,yes,852,yes,no,unknown,11,may,333,1,-1,0,unknown,no
15,management,single,secondary,no,2766,yes,no,unknown,16,jun,333,3,0,0,unknown,no
27,management,married,primary,no,1831,yes,no,unknown,23,may,333,0,0,0,unknown,no
34,admin.,single,tertiary,no,-5270,yes,no,unknown,30,jun,-67,1,0,0,unknown,no
34,management,divorced,secondary,no,-1820,yes,no,unknown,16,may,-244,0,-1,0,unknown,no
51,unknown,married,secondary,no,6054,yes,no,unknown,23,may,3387,1,0,0,unknown,no
27,blue-collar,single,secondary,no,-13925,yes,no,unknown,23,may,3387,3,0,0,unknown,no
21,blue-collar,divorced,unknown,no,2766,yes,no,unknown,9,may,205,1,0,0,unknown,no
15,technician,divorced,secondary,no,-1820,yes,no,unknown,18,jun,-36,2,-1,0,unknown,no
34,housemaid,married,secondary,yes,1242,yes,no,unknown,30,may,205,24,0,0,unknown,no
21,admin.,single,tertiary,no,2766,yes,no,unknown,9,may,1614,24,-1,0,unknown,no
29,management,single,primary,no,-2942,no,no,unknown,16,may,43,2,-1,0,unknown,no
43,housemaid,married,secondary,no,42987,yes,no,unknown,11,may,-36,0,0,0,unknown,yes
47,housemaid,married,unknown,no,852,yes,no,unknown,30,may,-67,4,0,0,unknown,no
43,admin.,single,secondary,no,6030,yes,no,unknown,6,may,1252,1,0,0,unknown,no
15,unknown,married,unknown,no,6047,yes,yes,unknown,11,may,333,1,0,0,unknown,no
55,management,married,secondary,no,852,no,no,unknown,9,may,-34,24,-1,0,unknown,no
25,management,married,secondary,no,2766,yes,no,unknown,1,may,-40,0,-1,0,unknown,no
34,blue-collar,married,tertiary,no,852,yes,no,unknown,18,may,848,2,0,0,unknown,no
47,blue-collar,single,secondary,no,-612,yes,no,unknown,16,may,205,2,0,0,unknown,no
43,management,married,secondary,no,-1820,yes,no,unknown,9,may,333,1,-1,0,unknown,no
21,services,single,secondary,no,6017,no,no,unknown,23,may,1630,2,0,0,unknown,no
29,admin.,divorced,unknown,no,-1820,yes,no,unknown,6,may,3387,7,0,0,unknown,no
25,technician,divorced,secondary,no,-3238,yes,yes,unknown,-1,may,848,1,0,0,unknown,no
43,blue-collar,single,tertiary,no,852,yes,no,unknown,1,may,848,2,0,0,unknown,no
27,admin.,single,secondary,no,-2942,yes,no,unknown,30,may,-40,3,-1,0,unknown,no
15,management,married,secondary,no,852,yes,no,unknown,23,may,653,0,0,0,unknown,no
21,management,married,primary,no,9423,yes,no,unknown,16,may,848,3,0,0,unknown,no
43,technician,divorced,secondary,no,6030,no,no,unknown,16,may,462,1,-1,0,unknown,no
27,services,divorced,secondary,no,-1820,yes,no,unknown,16,jun,-27,24,-1,0,unknown,no
21,management,married,secondary,no,-1820,yes,no,unknown,9,may,848,2,0,0,unknown,no
36,management,married,secondary,no,6054,yes,yes,unknown,22,may,-53,3,0,0,unknown,no
36,management,single,secondary,no,-3238,yes,no,unknown,9,jun,-27,1,0,0,unknown,no
51,services,divorced,secondary,no,-3238,yes,no,unknown,9,may,205,1,0,0,unknown,no
15,management,married,tertiary,no,-1820,yes,yes,unknown,-1,jun,-53,2,0,0,unknown,no
21,technician,divorced,secondary,yes,6030,no,no,unknown,23,may,2283,0,-1,0,unknown,no
15,services,divorced,unknown,yes,16582,yes,no,unknown,16,may,2282,1,-1,0,unknown,no
27,services,married,unknown,no,6054,yes,no,unknown,-1,may,-67,1,-1,0,unknown,no
21,admin.,married,secondary,no,-2985,yes,no,unknown,33,jun,-67,2,0,0,unknown,no
27,technician,married,secondary,no,-5270,yes,no,unknown,16,may,-814,0,0,0,unknown,yes
51,management,single,unknown,no,2766,yes,no,unknown,9,may,-67,0,0,0,unknown,no
65,management,married,secondary,no,-2985,yes,no,unknown,18,jun,848,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,-2942,yes,yes,unknown,12,may,-343,2,0,0,unknown,no
27,blue-collar,single,secondary,no,-612,yes,no,unknown,16,may,848,1,-1,0,unknown,no
43,management,married,primary,yes,-3238,yes,no,unknown,23,jun,205,1,0,0,unknown,no
22,management,married,secondary,no,-1820,yes,no,unknown,33,may,-36,3,0,0,unknown,no
15,management,married,secondary,no,-2985,no,no,unknown,16,may,1630,1,0,0,unknown,no
47,admin.,single,tertiary,no,2766,yes,no,unknown,18,jun,-67,12,0,0,unknown,no
47,retired,divorced,secondary,no,-2984,yes,no,unknown,16,jun,205,2,0,0,unknown,no
59,management,married,secondary,no,-2942,no,no,unknown,23,jun,-343,0,0,0,unknown,no
21,housemaid,married,secondary,no,2766,no,no,unknown,-1,jun,-246,2,-1,0,unknown,no
43,management,married,secondary,no,6030,no,no,unknown,9,may,653,0,0,0,unknown,no
66,management,married,secondary,yes,-312,yes,no,unknown,-1,may,333,13,-1,0,unknown,no
